Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Switzerland,Super League,2022/2023,09/11/2022,19:30,Luzern,Basel,0,2,A,2.23,3.68,3.18,2.35,3.8,3.2,2.2,3.58,3.02
Switzerland,Super League,2022/2023,12/11/2022,17:00,Sion,St. Gallen,2,7,A,2.7,3.7,2.55,2.7,3.77,2.6,2.61,3.57,2.48
Switzerland,Super League,2022/2023,12/11/2022,19:30,Grasshoppers,Basel,1,0,H,3.56,3.96,1.99,3.6,3.96,2.05,3.42,3.71,1.98
Switzerland,Super League,2022/2023,13/11/2022,13:15,Zurich,Servette,4,1,H,2,3.53,3.98,2.4,3.6,4,2.2,3.39,3.2
Switzerland,Super League,2022/2023,13/11/2022,15:30,Lugano,Winterthur,3,1,H,1.8,3.9,4.45,1.8,4,4.41,1.75,3.79,4.29
Switzerland,Super League,2022/2023,13/11/2022,15:30,Young Boys,Luzern,3,0,H,1.56,4.48,5.78,1.55,4.75,6.4,1.5,4.48,5.68
Switzerland,Super League,2022/2023,21/01/2023,17:00,Luzern,Zurich,2,2,D,2.34,3.6,3.05,2.35,3.65,3.25,2.24,3.49,2.99
Switzerland,Super League,2022/2023,21/01/2023,19:30,Grasshoppers,Young Boys,1,2,A,4.28,4.04,1.8,5,4.55,1.81,4.25,3.95,1.73
Switzerland,Super League,2022/2023,22/01/2023,13:15,Sion,Lugano,2,3,A,2.68,3.37,2.75,2.69,3.5,2.78,2.56,3.33,2.67
Switzerland,Super League,2022/2023,22/01/2023,15:30,St. Gallen,Basel,1,1,D,2.35,3.78,2.91,2.35,3.9,3.1,2.27,3.65,2.85
Switzerland,Super League,2022/2023,28/01/2023,17:00,Lugano,Grasshoppers,1,1,D,1.84,3.84,4.31,1.86,3.9,4.36,1.81,3.74,4.1
Switzerland,Super League,2022/2023,28/01/2023,19:30,Basel,Luzern,2,3,A,2.21,3.54,3.34,2.33,3.76,3.47,2.19,3.48,3.11
Switzerland,Super League,2022/2023,29/01/2023,13:15,Young Boys,Winterthur,5,1,H,1.28,5.58,11.71,1.3,5.8,12,1.28,5.44,10.28
Switzerland,Super League,2022/2023,29/01/2023,15:30,Servette,Sion,2,2,D,2.09,3.49,3.71,2.12,3.51,3.93,2.06,3.34,3.57
Switzerland,Super League,2022/2023,29/01/2023,15:30,Zurich,St. Gallen,1,0,H,2.33,3.66,3.02,2.4,3.72,3.15,2.26,3.54,2.93
Switzerland,Super League,2022/2023,04/02/2023,17:00,Grasshoppers,Basel,1,0,H,3.37,3.85,2.09,3.64,3.91,2.1,3.43,3.68,2
Switzerland,Super League,2022/2023,04/02/2023,19:30,St. Gallen,Servette,3,0,H,2.12,3.53,3.59,2.12,3.77,3.72,2.02,3.58,3.44
Switzerland,Super League,2022/2023,05/02/2023,13:15,Sion,Zurich,0,1,A,3.29,3.65,2.19,3.35,3.68,2.25,3.13,3.51,2.17
Switzerland,Super League,2022/2023,05/02/2023,15:30,Luzern,Young Boys,1,1,D,4.17,3.88,1.86,4.33,3.94,1.92,3.86,3.76,1.86
Switzerland,Super League,2022/2023,05/02/2023,15:30,Winterthur,Lugano,1,0,H,3.19,3.57,2.27,3.19,3.6,2.41,3.01,3.41,2.28
Switzerland,Super League,2022/2023,11/02/2023,17:00,Servette,Grasshoppers,2,1,H,1.75,4.02,4.64,1.75,4.1,4.7,1.72,3.86,4.45
Switzerland,Super League,2022/2023,11/02/2023,19:30,Basel,Sion,3,1,H,1.6,4.39,5.48,1.61,4.6,5.75,1.56,4.25,5.29
Switzerland,Super League,2022/2023,12/02/2023,13:15,Lugano,Luzern,1,1,D,2.56,3.76,2.65,2.58,3.76,2.75,2.49,3.53,2.65
Switzerland,Super League,2022/2023,12/02/2023,15:30,Young Boys,St. Gallen,5,1,H,1.68,4.48,4.53,1.74,4.7,5,1.66,4.26,4.45
Switzerland,Super League,2022/2023,12/02/2023,15:30,Zurich,Winterthur,1,1,D,1.57,3.95,6.71,1.58,4.1,7,1.55,3.91,6.12
Switzerland,Super League,2022/2023,15/02/2023,17:45,Winterthur,Servette,1,2,A,2.95,3.29,2.57,3.05,3.35,2.57,2.93,3.22,2.42
Switzerland,Super League,2022/2023,18/02/2023,17:00,Winterthur,Sion,1,1,D,2.52,3.42,2.9,2.54,3.48,2.96,2.44,3.33,2.83
Switzerland,Super League,2022/2023,18/02/2023,19:30,Young Boys,Lugano,1,1,D,1.49,4.53,6.94,1.5,4.8,7.3,1.46,4.46,6.44
Switzerland,Super League,2022/2023,19/02/2023,13:15,St. Gallen,Luzern,2,2,D,2,4.02,3.49,2.11,4.02,3.5,2,3.8,3.32
Switzerland,Super League,2022/2023,19/02/2023,15:30,Basel,Servette,2,2,D,1.83,3.84,4.41,1.87,3.94,4.5,1.82,3.68,4.11
Switzerland,Super League,2022/2023,19/02/2023,15:30,Grasshoppers,Zurich,1,2,A,4.18,3.8,1.88,4.22,3.8,1.91,3.94,3.64,1.86
Switzerland,Super League,2022/2023,25/02/2023,17:00,Sion,St. Gallen,0,4,A,3.02,3.89,2.24,3.2,3.9,2.31,2.9,3.74,2.21
Switzerland,Super League,2022/2023,25/02/2023,19:30,Zurich,Young Boys,2,2,D,2.7,3.44,2.68,2.88,3.49,2.76,2.62,3.33,2.6
Switzerland,Super League,2022/2023,26/02/2023,13:15,Luzern,Grasshoppers,1,0,H,1.7,4.12,4.87,1.72,4.25,4.9,1.68,4.02,4.54
Switzerland,Super League,2022/2023,26/02/2023,15:30,Lugano,Basel,2,2,D,2.67,3.56,2.63,2.8,3.65,2.64,2.6,3.48,2.54
Switzerland,Super League,2022/2023,26/02/2023,15:30,Servette,Winterthur,1,1,D,1.72,3.64,5.56,1.72,3.8,5.68,1.68,3.64,5.08
Switzerland,Super League,2022/2023,04/03/2023,17:00,Winterthur,Young Boys,1,1,D,6.42,4.55,1.51,6.6,4.55,1.62,5.74,4.21,1.53
Switzerland,Super League,2022/2023,04/03/2023,19:30,Luzern,Basel,0,1,A,2.41,3.61,2.93,2.51,3.68,2.93,2.4,3.49,2.75
Switzerland,Super League,2022/2023,05/03/2023,13:15,St. Gallen,Grasshoppers,1,1,D,1.76,4.1,4.44,1.78,4.2,4.58,1.73,4,4.14
Switzerland,Super League,2022/2023,05/03/2023,15:30,Sion,Lugano,1,1,D,2.89,3.4,2.54,2.89,3.55,2.54,2.76,3.34,2.45
Switzerland,Super League,2022/2023,05/03/2023,15:30,Zurich,Servette,1,1,D,2.14,3.52,3.53,2.18,3.64,3.69,2.07,3.41,3.44
Switzerland,Super League,2022/2023,11/03/2023,17:00,Young Boys,Sion,4,0,H,1.32,5.59,9.95,1.33,5.7,10,1.31,5.36,8.63
Switzerland,Super League,2022/2023,11/03/2023,19:30,Lugano,Zurich,2,0,H,2.41,3.32,3.15,2.46,3.4,3.17,2.35,3.23,3.01
Switzerland,Super League,2022/2023,12/03/2023,13:15,Servette,Luzern,0,1,A,2.1,3.72,3.45,2.12,3.75,3.51,2.06,3.57,3.32
Switzerland,Super League,2022/2023,12/03/2023,15:30,Basel,St. Gallen,1,1,D,1.83,4.17,4.03,1.93,4.2,4.03,1.84,3.91,3.73
Switzerland,Super League,2022/2023,12/03/2023,15:30,Grasshoppers,Winterthur,2,1,H,2.07,3.53,3.73,2.15,3.6,3.75,2.07,3.41,3.43
Switzerland,Super League,2022/2023,18/03/2023,17:00,Zurich,Luzern,2,1,H,2.02,3.64,3.77,2.1,3.7,3.86,1.97,3.51,3.61
Switzerland,Super League,2022/2023,18/03/2023,19:30,Sion,Grasshoppers,1,2,A,2.51,3.5,2.87,2.51,3.58,2.95,2.41,3.4,2.78
Switzerland,Super League,2022/2023,19/03/2023,13:15,Winterthur,St. Gallen,1,0,H,3.92,3.92,1.91,4,3.94,1.95,3.7,3.69,1.9
Switzerland,Super League,2022/2023,19/03/2023,15:30,Lugano,Servette,1,1,D,2.23,3.48,3.35,2.34,3.54,3.45,2.19,3.36,3.18
Switzerland,Super League,2022/2023,19/03/2023,15:30,Young Boys,Basel,3,0,H,1.65,4.26,5.14,1.72,4.4,5.4,1.61,4.12,4.92
Switzerland,Super League,2022/2023,01/04/2023,17:00,Servette,Young Boys,2,1,H,3.43,3.53,2.18,3.8,3.9,2.2,3.37,3.5,2.07
Switzerland,Super League,2022/2023,01/04/2023,19:30,Basel,Winterthur,2,0,H,1.52,4.51,6.31,1.53,4.6,6.5,1.5,4.27,6
Switzerland,Super League,2022/2023,02/04/2023,13:15,Grasshoppers,Lugano,2,1,H,3,3.45,2.44,3.07,3.54,2.6,2.87,3.38,2.38
Switzerland,Super League,2022/2023,02/04/2023,15:30,Luzern,Sion,1,2,A,1.51,4.53,6.42,1.77,4.75,6.7,1.49,4.43,5.88
Switzerland,Super League,2022/2023,02/04/2023,15:30,St. Gallen,Zurich,2,2,D,2.22,3.79,3.13,2.3,3.83,3.25,2.19,3.6,3.01
Switzerland,Super League,2022/2023,08/04/2023,17:00,Zurich,Basel,1,1,D,2.23,3.49,3.36,2.25,3.58,3.36,2.17,3.4,3.21
Switzerland,Super League,2022/2023,08/04/2023,19:30,Sion,Servette,2,2,D,4.31,3.84,1.84,4.5,3.85,1.89,4.13,3.66,1.82
Switzerland,Super League,2022/2023,10/04/2023,13:15,Lugano,St. Gallen,1,1,D,2.57,3.57,2.75,2.65,4,4.75,2.4,3.48,2.89
Switzerland,Super League,2022/2023,10/04/2023,15:30,Winterthur,Luzern,1,2,A,3.73,3.53,2.07,3.75,3.81,2.15,3.48,3.43,2.06
Switzerland,Super League,2022/2023,10/04/2023,15:30,Young Boys,Grasshoppers,2,0,H,1.27,6.46,9.94,1.35,6.46,11.5,1.27,5.82,9.3
Switzerland,Super League,2022/2023,15/04/2023,17:00,Servette,Lugano,0,0,D,2.02,3.61,3.8,2.06,3.64,3.84,1.99,3.45,3.63
Switzerland,Super League,2022/2023,15/04/2023,19:30,Luzern,Zurich,4,1,H,2.46,3.47,2.96,2.46,3.65,2.96,2.38,3.4,2.83
Switzerland,Super League,2022/2023,16/04/2023,13:15,St. Gallen,Winterthur,2,3,A,1.52,4.67,6.07,1.53,4.79,6.5,1.48,4.47,5.96
Switzerland,Super League,2022/2023,16/04/2023,15:30,Basel,Young Boys,1,1,D,4.05,3.86,1.89,4.29,3.98,1.91,3.92,3.79,1.82
Switzerland,Super League,2022/2023,16/04/2023,15:30,Grasshoppers,Sion,1,3,A,1.92,3.87,3.92,1.96,3.87,3.92,1.9,3.65,3.73
Switzerland,Super League,2022/2023,22/04/2023,17:00,Winterthur,Grasshoppers,1,2,A,2.8,3.35,2.65,2.86,3.45,2.75,2.69,3.28,2.56
Switzerland,Super League,2022/2023,22/04/2023,19:30,Young Boys,Servette,6,1,H,1.49,4.74,6.49,1.55,4.8,6.49,1.49,4.47,5.73
Switzerland,Super League,2022/2023,23/04/2023,13:15,Basel,Luzern,0,2,A,2.51,3.65,2.78,2.65,3.72,3,2.4,3.48,2.74
Switzerland,Super League,2022/2023,23/04/2023,15:30,Lugano,Sion,2,0,H,1.6,4.19,5.75,1.71,4.4,6,1.57,4.1,5.45
Switzerland,Super League,2022/2023,23/04/2023,15:30,Zurich,St. Gallen,1,0,H,2.17,3.8,3.23,2.22,3.82,3.4,2.14,3.58,3.14
Switzerland,Super League,2022/2023,25/04/2023,19:30,Grasshoppers,Young Boys,4,1,H,5.55,4.67,1.56,6,4.75,1.57,5.47,4.48,1.52
Switzerland,Super League,2022/2023,26/04/2023,19:30,Servette,Zurich,4,0,H,2.08,3.58,3.65,2.2,3.6,3.66,2.09,3.39,3.42
Switzerland,Super League,2022/2023,26/04/2023,19:30,St. Gallen,Lugano,1,2,A,1.93,3.88,3.84,1.95,3.9,3.86,1.91,3.7,3.66
Switzerland,Super League,2022/2023,27/04/2023,19:30,Luzern,Winterthur,3,1,H,1.43,4.84,7.43,1.49,4.84,7.43,1.43,4.59,6.61
Switzerland,Super League,2022/2023,27/04/2023,19:30,Sion,Basel,1,2,A,4.16,3.81,1.88,4.16,3.84,1.95,3.84,3.61,1.89
Switzerland,Super League,2022/2023,29/04/2023,19:30,Lugano,Grasshoppers,5,1,H,1.87,3.84,4.16,1.91,4.1,4.3,1.83,3.74,3.95
Switzerland,Super League,2022/2023,29/04/2023,19:30,Servette,St. Gallen,1,1,D,2.11,4.11,3.16,2.12,4.11,3.59,2.02,3.82,3.22
Switzerland,Super League,2022/2023,30/04/2023,13:15,Zurich,Sion,2,2,D,1.47,4.44,7.51,1.63,4.6,7.6,1.45,4.33,6.85
Switzerland,Super League,2022/2023,30/04/2023,15:30,Winterthur,Basel,1,4,A,3.24,3.64,2.22,3.35,3.65,2.25,3.1,3.5,2.18
Switzerland,Super League,2022/2023,30/04/2023,15:30,Young Boys,Luzern,5,1,H,1.63,4.5,4.95,1.67,4.8,5.3,1.61,4.38,4.61
Switzerland,Super League,2022/2023,06/05/2023,17:00,Sion,Winterthur,0,1,A,2.26,3.53,3.24,2.27,3.6,3.35,2.19,3.41,3.17
Switzerland,Super League,2022/2023,06/05/2023,19:30,St. Gallen,Young Boys,0,2,A,2.78,3.9,2.4,2.8,3.95,2.45,2.68,3.74,2.35
Switzerland,Super League,2022/2023,07/05/2023,13:15,Luzern,Lugano,2,2,D,1.79,4.12,4.23,1.82,4.2,4.4,1.76,3.97,4.05
Switzerland,Super League,2022/2023,07/05/2023,15:30,Basel,Zurich,0,2,A,2,3.68,3.9,2.05,3.85,3.9,1.96,3.54,3.67
Switzerland,Super League,2022/2023,07/05/2023,15:30,Grasshoppers,Servette,2,3,A,3.74,3.82,1.99,3.8,3.84,2.05,3.57,3.66,1.95
Switzerland,Super League,2022/2023,13/05/2023,17:00,Grasshoppers,Luzern,2,0,H,4.21,4.27,1.77,4.45,4.3,1.8,4.1,3.98,1.75
Switzerland,Super League,2022/2023,13/05/2023,19:30,Servette,Sion,5,0,H,1.33,5.78,8.73,1.35,6,8.8,1.32,5.5,7.93
Switzerland,Super League,2022/2023,14/05/2023,13:15,Young Boys,Zurich,1,1,D,1.49,4.6,6.72,1.53,4.75,6.74,1.47,4.46,6.17
Switzerland,Super League,2022/2023,14/05/2023,15:30,Lugano,Winterthur,2,1,H,1.74,3.9,4.95,1.74,4,5,1.7,3.83,4.63
Switzerland,Super League,2022/2023,14/05/2023,15:30,St. Gallen,Basel,6,1,H,1.65,4.53,4.8,1.8,4.6,5,1.63,4.3,4.57
Switzerland,Super League,2022/2023,20/05/2023,17:00,Winterthur,Servette,0,1,A,5.16,4.11,1.67,5.6,4.2,1.73,4.95,3.91,1.64
Switzerland,Super League,2022/2023,20/05/2023,19:30,Luzern,St. Gallen,1,1,D,2.37,3.93,2.8,2.47,4,2.82,2.32,3.82,2.68
Switzerland,Super League,2022/2023,21/05/2023,13:15,Sion,Young Boys,0,2,A,5.1,4.72,1.59,5.3,4.8,1.6,5,4.44,1.56
Switzerland,Super League,2022/2023,21/05/2023,15:30,Basel,Lugano,1,1,D,3.12,3.71,2.25,3.13,3.74,2.4,2.97,3.54,2.24
Switzerland,Super League,2022/2023,21/05/2023,15:30,Zurich,Grasshoppers,2,1,H,1.98,3.71,3.85,2.06,3.75,3.87,1.97,3.57,3.59
Switzerland,Super League,2022/2023,25/05/2023,19:30,Grasshoppers,St. Gallen,2,2,D,3.61,4.38,1.88,3.61,4.43,2,3.39,4.17,1.88
Switzerland,Super League,2022/2023,25/05/2023,19:30,Lugano,Young Boys,2,0,H,2.69,3.85,2.49,2.71,4,2.51,2.63,3.71,2.41
Switzerland,Super League,2022/2023,25/05/2023,19:30,Servette,Basel,3,3,D,1.76,4.25,4.32,1.79,4.33,4.45,1.73,3.99,4.19
Switzerland,Super League,2022/2023,25/05/2023,19:30,Sion,Luzern,1,2,A,3.51,4.01,2,3.51,4.01,2.27,3.12,3.76,2.09
Switzerland,Super League,2022/2023,25/05/2023,19:30,Winterthur,Zurich,0,2,A,3.23,3.5,2.28,3.23,3.5,2.4,3.02,3.36,2.28
Switzerland,Super League,2022/2023,29/05/2023,15:30,Basel,Grasshoppers,3,1,H,1.7,4.57,4.37,1.72,4.7,4.8,1.64,4.34,4.42
Switzerland,Super League,2022/2023,29/05/2023,15:30,Luzern,Servette,0,1,A,3.16,4.23,2.08,3.55,4.23,2.14,3.26,3.94,1.98
Switzerland,Super League,2022/2023,29/05/2023,15:30,St. Gallen,Sion,4,0,H,1.49,5.16,6.14,1.53,5.3,6.14,1.44,4.99,5.73
Switzerland,Super League,2022/2023,29/05/2023,15:30,Young Boys,Winterthur,2,1,H,1.28,6.79,8.55,1.3,6.8,10,1.27,6.27,8.46
Switzerland,Super League,2022/2023,29/05/2023,15:30,Zurich,Lugano,2,3,A,2.39,3.6,2.97,2.72,3.65,2.97,2.36,3.48,2.81
Switzerland,Super League,2022/2023,03/06/2023,17:00,Sion,Lausanne Ouchy,0,2,A,2.23,3.98,2.99,2.26,3.98,3.13,2.18,3.66,2.97
Switzerland,Super League,2022/2023,06/06/2023,19:30,Lausanne Ouchy,Sion,4,2,H,1.93,4.17,3.63,1.94,4.2,4,1.86,3.95,3.61
Switzerland,Super League,2023/2024,22/07/2023,17:00,Grasshoppers,Servette,1,3,A,3.64,3.81,2.01,3.64,3.81,2.1,3.41,3.64,2.01
Switzerland,Super League,2023/2024,22/07/2023,17:00,St. Gallen,Basel,2,1,H,1.81,4.05,4.26,2,4.12,4.26,1.83,3.89,3.84
Switzerland,Super League,2023/2024,22/07/2023,19:30,Winterthur,Luzern,0,0,D,4.04,3.67,1.94,4.04,3.76,2.1,3.73,3.56,1.94
Switzerland,Super League,2023/2024,23/07/2023,15:30,Young Boys,Lausanne,2,1,H,1.4,5.32,7.2,1.41,6.13,9.33,1.36,5.2,7.37
Switzerland,Super League,2023/2024,23/07/2023,15:30,Zurich,Yverdon,2,0,H,1.48,4.62,6.95,1.55,4.62,7,1.46,4.44,6.42
Switzerland,Super League,2023/2024,26/07/2023,19:30,Lausanne Ouchy,Lugano,0,3,A,3.89,3.88,1.92,3.95,3.94,1.96,3.7,3.75,1.9
Switzerland,Super League,2023/2024,29/07/2023,17:00,Lausanne,Grasshoppers,1,1,D,1.73,4.2,4.56,1.87,4.25,5.25,1.69,3.97,4.47
Switzerland,Super League,2023/2024,29/07/2023,17:00,Lugano,St. Gallen,1,0,H,2.42,3.88,2.76,2.42,3.93,3.02,2.3,3.68,2.77
Switzerland,Super League,2023/2024,29/07/2023,19:30,Servette,Zurich,2,2,D,2.13,3.72,3.39,2.15,3.9,3.51,2.07,3.61,3.25
Switzerland,Super League,2023/2024,30/07/2023,13:15,Luzern,Lausanne Ouchy,2,1,H,1.56,4.41,5.88,1.58,4.6,6.2,1.52,4.36,5.47
Switzerland,Super League,2023/2024,30/07/2023,15:30,Basel,Winterthur,5,2,H,2.13,3.67,3.42,2.21,3.9,3.99,2.08,3.58,3.32
Switzerland,Super League,2023/2024,30/07/2023,15:30,Yverdon,Young Boys,2,2,D,8.53,5.7,1.34,9,5.8,1.37,8.02,5.45,1.32
Switzerland,Super League,2023/2024,05/08/2023,17:00,Lausanne Ouchy,Servette,1,1,D,3.42,3.75,2.1,3.66,3.88,2.14,3.25,3.66,2.05
Switzerland,Super League,2023/2024,05/08/2023,17:00,Young Boys,Winterthur,5,2,H,1.39,5.57,7.23,1.43,6,9,1.38,5.13,6.87
Switzerland,Super League,2023/2024,05/08/2023,19:30,Zurich,Lugano,3,0,H,2.42,3.5,3,2.42,3.62,3.14,2.26,3.49,2.95
Switzerland,Super League,2023/2024,06/08/2023,13:15,Lausanne,Yverdon,1,2,A,1.58,4.38,5.67,1.59,4.6,5.67,1.55,4.34,5.19
Switzerland,Super League,2023/2024,06/08/2023,15:30,Grasshoppers,Basel,3,1,H,2.92,3.66,2.39,3.05,3.8,2.55,2.73,3.47,2.42
Switzerland,Super League,2023/2024,06/08/2023,15:30,St. Gallen,Luzern,2,1,H,1.73,4.2,4.53,1.76,4.33,4.6,1.71,4.09,4.17
Switzerland,Super League,2023/2024,12/08/2023,17:00,Lausanne Ouchy,Zurich,0,3,A,3.72,3.91,1.96,3.95,4,1.97,3.7,3.73,1.88
Switzerland,Super League,2023/2024,12/08/2023,17:00,Winterthur,Grasshoppers,3,1,H,2.25,3.69,3.14,2.34,3.69,3.3,2.23,3.49,2.98
Switzerland,Super League,2023/2024,12/08/2023,19:30,Servette,St. Gallen,1,1,D,2.91,4.02,2.26,3,4.02,2.35,2.83,3.69,2.25
Switzerland,Super League,2023/2024,13/08/2023,13:15,Basel,Lausanne,1,2,A,2.32,3.87,2.91,2.4,3.88,3.22,2.2,3.66,2.93
Switzerland,Super League,2023/2024,13/08/2023,15:30,Lugano,Yverdon,6,1,H,1.43,5.15,6.98,1.44,5.3,7.5,1.41,4.82,6.66
Switzerland,Super League,2023/2024,13/08/2023,15:30,Luzern,Young Boys,1,1,D,2.93,3.67,2.38,3.2,3.77,2.45,2.93,3.52,2.25
Switzerland,Super League,2023/2024,26/08/2023,17:00,Yverdon,Servette,4,1,H,4.9,4.46,1.64,5.26,4.6,1.8,4.73,4.24,1.62
Switzerland,Super League,2023/2024,26/08/2023,17:00,Zurich,St. Gallen,1,1,D,2.32,3.62,3.07,2.5,3.84,3.34,2.28,3.57,2.88
Switzerland,Super League,2023/2024,27/08/2023,15:30,Grasshoppers,Luzern,0,1,A,3.76,3.97,1.93,4,4,2,3.65,3.81,1.89
Switzerland,Super League,2023/2024,27/08/2023,15:30,Lausanne,Winterthur,2,5,A,1.79,4,4.4,1.79,4.2,4.5,1.72,4,4.24
Switzerland,Super League,2023/2024,02/09/2023,17:00,Lausanne Ouchy,Grasshoppers,2,1,H,2.22,3.79,3.14,2.27,3.81,3.14,2.2,3.64,2.96
Switzerland,Super League,2023/2024,02/09/2023,17:00,St. Gallen,Lausanne,2,1,H,1.67,4.3,4.9,1.7,4.5,4.9,1.65,4.12,4.59
Switzerland,Super League,2023/2024,02/09/2023,19:30,Winterthur,Yverdon,1,1,D,1.86,3.84,4.19,1.9,4.05,4.33,1.82,3.79,3.98
Switzerland,Super League,2023/2024,03/09/2023,13:15,Servette,Young Boys,0,1,A,3.09,3.86,2.21,3.22,3.86,2.3,3,3.6,2.19
Switzerland,Super League,2023/2024,03/09/2023,15:30,Basel,Zurich,2,2,D,2.69,3.5,2.52,2.74,3.67,2.63,2.63,3.48,2.5
Switzerland,Super League,2023/2024,03/09/2023,15:30,Luzern,Lugano,3,2,H,1.99,3.76,3.75,2.1,3.9,3.8,1.94,3.71,3.55
Switzerland,Super League,2023/2024,23/09/2023,17:00,Lausanne,Zurich,0,0,D,2.66,3.7,2.58,2.75,3.71,2.7,2.58,3.49,2.56
Switzerland,Super League,2023/2024,23/09/2023,17:00,Winterthur,Lausanne Ouchy,2,1,H,2.01,3.79,3.65,2.06,3.85,3.73,1.97,3.7,3.44
Switzerland,Super League,2023/2024,23/09/2023,19:30,Grasshoppers,St. Gallen,1,1,D,4.57,4.34,1.7,4.8,4.4,1.74,4.36,4.14,1.68
Switzerland,Super League,2023/2024,24/09/2023,13:15,Yverdon,Basel,3,2,H,3.42,3.99,2.04,3.65,4,2.1,3.33,3.79,2
Switzerland,Super League,2023/2024,24/09/2023,15:30,Luzern,Servette,2,0,H,2.16,3.76,3.29,2.22,3.8,3.29,2.15,3.66,3.05
Switzerland,Super League,2023/2024,24/09/2023,15:30,Young Boys,Lugano,4,1,H,1.67,4.45,4.68,1.68,4.6,4.95,1.63,4.28,4.57
Switzerland,Super League,2023/2024,26/09/2023,19:30,Zurich,Grasshoppers,2,1,H,1.58,4.28,5.83,1.62,4.3,6,1.58,4.12,5.31
Switzerland,Super League,2023/2024,27/09/2023,19:30,Lugano,Lausanne,2,1,H,2.2,3.84,3.13,2.25,3.9,3.3,2.15,3.65,3.08
Switzerland,Super League,2023/2024,27/09/2023,19:30,Servette,Winterthur,2,2,D,1.56,4.44,5.75,1.82,4.5,5.8,1.6,4.2,4.95
Switzerland,Super League,2023/2024,27/09/2023,19:30,St. Gallen,Young Boys,2,1,H,2.38,3.68,2.93,2.54,3.79,2.95,2.37,3.61,2.74
Switzerland,Super League,2023/2024,28/09/2023,19:30,Basel,Luzern,1,1,D,2.57,3.82,2.62,2.6,3.82,2.7,2.49,3.64,2.56
Switzerland,Super League,2023/2024,28/09/2023,19:30,Lausanne Ouchy,Yverdon,1,1,D,2.23,3.76,3.13,2.25,3.95,3.13,2.16,3.69,3.02
Switzerland,Super League,2023/2024,30/09/2023,17:00,Servette,Lausanne,2,1,H,1.88,3.95,3.97,1.95,3.96,4,1.88,3.73,3.79
Switzerland,Super League,2023/2024,30/09/2023,17:00,Winterthur,Lugano,2,3,A,2.58,3.68,2.68,3.02,3.75,2.7,2.61,3.56,2.5
Switzerland,Super League,2023/2024,30/09/2023,19:30,Grasshoppers,Young Boys,0,1,A,4.3,4.28,1.75,4.59,4.33,1.76,4.26,4.11,1.71
Switzerland,Super League,2023/2024,01/10/2023,13:15,Yverdon,St. Gallen,1,0,H,4.98,4.47,1.63,5.2,4.5,1.67,4.74,4.26,1.61
Switzerland,Super League,2023/2024,01/10/2023,15:30,Basel,Lausanne Ouchy,0,3,A,1.78,4.12,4.3,1.84,4.2,4.5,1.76,3.93,4.12
Switzerland,Super League,2023/2024,01/10/2023,15:30,Luzern,Zurich,1,4,A,2.42,3.61,2.92,2.44,3.66,2.93,2.33,3.55,2.83
Switzerland,Super League,2023/2024,07/10/2023,17:00,Yverdon,Grasshoppers,0,3,A,2.61,3.53,2.73,2.61,3.63,3,2.43,3.51,2.71
Switzerland,Super League,2023/2024,07/10/2023,17:00,Zurich,Winterthur,3,2,H,1.63,4.38,5.17,1.65,4.51,5.25,1.59,4.25,4.96
Switzerland,Super League,2023/2024,07/10/2023,19:30,St. Gallen,Lausanne Ouchy,4,0,H,1.56,4.66,5.5,1.57,4.9,6,1.5,4.59,5.51
Switzerland,Super League,2023/2024,08/10/2023,13:15,Lugano,Servette,0,1,A,2.37,3.73,2.91,2.4,3.73,3,2.31,3.58,2.82
Switzerland,Super League,2023/2024,08/10/2023,15:30,Lausanne,Luzern,3,1,H,2.67,3.54,2.66,2.67,3.64,2.73,2.51,3.5,2.61
Switzerland,Super League,2023/2024,08/10/2023,15:30,Young Boys,Basel,3,0,H,1.51,4.89,5.82,1.53,5.1,6,1.48,4.73,5.58
Switzerland,Super League,2023/2024,21/10/2023,17:00,Lausanne Ouchy,Lausanne,2,2,D,2.88,3.48,2.51,3.03,3.75,2.51,2.8,3.52,2.36
Switzerland,Super League,2023/2024,21/10/2023,17:00,Young Boys,Zurich,0,0,D,2.03,3.7,3.69,2.04,3.89,4.09,1.95,3.68,3.56
Switzerland,Super League,2023/2024,21/10/2023,19:30,Basel,Servette,0,1,A,3.14,3.69,2.25,3.2,3.69,2.29,3.03,3.5,2.22
Switzerland,Super League,2023/2024,22/10/2023,13:15,Winterthur,St. Gallen,2,1,H,3.21,3.95,2.13,3.5,3.95,2.16,3.14,3.73,2.09
Switzerland,Super League,2023/2024,22/10/2023,15:30,Grasshoppers,Lugano,2,1,H,2.71,3.7,2.54,2.71,4,2.58,2.6,3.67,2.45
Switzerland,Super League,2023/2024,22/10/2023,15:30,Luzern,Yverdon,2,1,H,1.68,4.33,4.77,1.68,4.55,5.5,1.62,4.25,4.69
Switzerland,Super League,2023/2024,28/10/2023,17:00,St. Gallen,Grasshoppers,3,1,H,1.62,4.56,5.02,1.65,4.6,5.09,1.59,4.37,4.73
Switzerland,Super League,2023/2024,28/10/2023,17:00,Yverdon,Winterthur,1,1,D,2.47,3.73,2.78,2.78,3.76,2.78,2.53,3.57,2.55
